brand,oem,catalog_products,compatible_printers,oem_search_signal,printer_search_signal_dedup,market_demand_estimate,market_data_confidence,competition_index_avg,bid_low_avg_eur,bid_high_avg_eur,initial_state,top_google_signals
HP,W1420A,4,6,30.0,114.5,122.0,HIGH,100.0,0.34,1.29,PONECHAŤ,HP LaserJet M110w toner: 90 | HP LaserJet MFP M140w toner: 70 | HP W1420A: 30 | W1420A: 30 | W1420A toner: 20
Canon,CRG-731HBK,1,4,0.0,20.5,20.5,HIGH,71.3,,,PONECHAŤ,Canon LBP7100CN toner: 10 | LBP7100CN toner: 10 | Canon LBP7110CW toner: 10 | LBP7110CW toner: 10 | Canon MF623CN toner: 10
Canon,PGI-1500XL,4,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,CLI-571XL,1,15,0.0,20.5,20.5,HIGH,100.0,0.25,0.8,PONECHAŤ,Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10 | Canon PIXMA MG5751 toner: 10
Epson,C13T08934011,1,8,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Epson Stylus SX100 toner: 10 | Epson SX100 toner: 10 | Epson Stylus SX105 toner: 10 | Epson SX105 toner: 10 | Epson SX110 toner: 10
HP,CE310AD,1,6,0.0,20.5,20.5,HIGH,100.0,0.41,1.44,PONECHAŤ,toner HP Color LaserJet Pro CP1025: 10 | HP CP1025 toner: 10 | CP1025 toner: 10 | HP CP1025nw toner: 10 | CP1025nw toner: 10
Kyocera,TK-5230C,2,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5230K,2,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5230M,2,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5230Y,2,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5240C,3,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera Ecosys M5526CDN toner: 10 | toner Kyocera Ecosys M5526CDN: 10 | Kyocera M5526CDN toner: 10 | M5526CDN toner: 10 | Kyocera Ecosys M5526CDW toner: 10
Kyocera,TK-5240K,3,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera Ecosys M5526CDN toner: 10 | toner Kyocera Ecosys M5526CDN: 10 | Kyocera M5526CDN toner: 10 | M5526CDN toner: 10 | Kyocera Ecosys M5526CDW toner: 10
Kyocera,TK-5240M,3,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera Ecosys M5526CDN toner: 10 | toner Kyocera Ecosys M5526CDN: 10 | Kyocera M5526CDN toner: 10 | M5526CDN toner: 10 | Kyocera Ecosys M5526CDW toner: 10
Kyocera,TK-5240Y,3,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera Ecosys M5526CDN toner: 10 | toner Kyocera Ecosys M5526CDN: 10 | Kyocera M5526CDN toner: 10 | M5526CDN toner: 10 | Kyocera Ecosys M5526CDW toner: 10
Kyocera,TK-5280C,3,5,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera M6235 toner: 10 | Kyocera Ecosys M6235CIDN toner: 10 | Kyocera M6235CIDN toner: 10 | M6235CIDN toner: 10 | Kyocera Ecosys M6635CIDN toner: 10
Kyocera,TK-5280K,3,5,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera M6235 toner: 10 | Kyocera Ecosys M6235CIDN toner: 10 | Kyocera M6235CIDN toner: 10 | M6235CIDN toner: 10 | Kyocera Ecosys M6635CIDN toner: 10
Kyocera,TK-5280M,3,5,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera M6235 toner: 10 | Kyocera Ecosys M6235CIDN toner: 10 | Kyocera M6235CIDN toner: 10 | M6235CIDN toner: 10 | Kyocera Ecosys M6635CIDN toner: 10
Kyocera,TK-5280Y,3,5,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Kyocera M6235 toner: 10 | Kyocera Ecosys M6235CIDN toner: 10 | Kyocera M6235CIDN toner: 10 | M6235CIDN toner: 10 | Kyocera Ecosys M6635CIDN toner: 10
Kyocera,TK-5430C,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,toner Kyocera Ecosys MA2100CFX: 10 | MA2100CFX toner: 10 | Kyocera Ecosys MA2100CWFX toner: 10 | Kyocera MA2100CWFX toner: 10 | MA2100CWFX toner: 10
Kyocera,TK-5430K,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,toner Kyocera Ecosys MA2100CFX: 10 | MA2100CFX toner: 10 | Kyocera Ecosys MA2100CWFX toner: 10 | Kyocera MA2100CWFX toner: 10 | MA2100CWFX toner: 10
Kyocera,TK-5430M,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,toner Kyocera Ecosys MA2100CFX: 10 | MA2100CFX toner: 10 | Kyocera Ecosys MA2100CWFX toner: 10 | Kyocera MA2100CWFX toner: 10 | MA2100CWFX toner: 10
Kyocera,TK-5430Y,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,toner Kyocera Ecosys MA2100CFX: 10 | MA2100CFX toner: 10 | Kyocera Ecosys MA2100CWFX toner: 10 | Kyocera MA2100CWFX toner: 10 | MA2100CWFX toner: 10
Kyocera,TK-5220C,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5220K,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5220M,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Kyocera,TK-5220Y,1,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Kyocera Ecosys M5521CDN toner: 10 | toner Kyocera Ecosys M5521CDN: 10 | Kyocera M5521CDN toner: 10 | Kyocera M5521CDW toner: 10 | M5521CDW toner: 10
Xerox,106R02773,3,6,20.0,0.0,20.0,MEDIUM,100.0,0.33,1.12,PONECHAŤ,Xerox 106R02773: 20 | 106R02773: 20 | 106R02773 toner: 10 | Xerox 106R02773 toner: 10
Epson,C13T07114011,1,25,10.0,17.0,19.5,HIGH,,,,PONECHAŤ,Epson C13T07114011: 10 | C13T07114011: 10 | Epson Stylus DX4400 toner: 10 | toner Epson Stylus DX4400: 10 | Epson DX4400 toner: 10
HP,CE320A,4,4,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP CE320A: 10 | CE320A: 10 | CE320A toner: 10 | HP Color LaserJet Pro CM1415fn MFP toner: 10 | HP CP1525n toner: 10
HP,CE321A,5,4,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP CE321A: 10 | CE321A: 10 | CE321A toner: 10 | HP CE321A toner: 10 | HP Color LaserJet Pro CM1415fn MFP toner: 10
HP,CE322A,4,4,10.0,17.0,19.5,HIGH,71.3,,,PONECHAŤ,HP CE322A: 10 | CE322A: 10 | CE322A toner: 10 | HP CE322A toner: 10 | HP Color LaserJet Pro CM1415fn MFP toner: 10
HP,CE323A,4,4,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP CE323A: 10 | CE323A: 10 | CE323A toner: 10 | HP CE323A toner: 10 | HP Color LaserJet Pro CM1415fn MFP toner: 10
HP,CF237A,4,20,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP CF237A: 10 | CF237A: 10 | HP LaserJet Enterprise M607N toner: 10 | HP M608DN toner: 10 | M608DN toner: 10
HP,CF237X,4,19,10.0,17.0,19.5,HIGH,100.0,0.22,0.95,PONECHAŤ,HP CF237X: 10 | CF237X: 10 | CF237X toner: 10 | HP LaserJet Enterprise M607N toner: 10 | HP M608DN toner: 10
HP,CF280X,4,9,10.0,17.0,19.5,HIGH,96.5,0.46,0.82,PONECHAŤ,HP CF280X: 10 | CF280X: 10 | CF280X toner: 10 | HP CF280X toner: 10 | HP M425 toner: 10
HP,CF294X,1,3,10.0,17.0,19.5,HIGH,,,,PONECHAŤ,CF294X: 10 | M118DW toner: 10 | M148DW toner: 10 | HP LaserJet Pro MFP M148FDW toner: 10 | HP M148FDW toner: 10
HP,Q7551X,3,10,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP Q7551X: 10 | Q7551X: 10 | Q7551X toner: 10 | HP LaserJet P3005 toner: 10 | HP P3005 toner: 10
HP,Q7553A,4,11,10.0,17.0,19.5,HIGH,98.7,0.09,0.28,PONECHAŤ,HP Q7553A: 10 | Q7553A: 10 | Q7553A toner: 10 | HP Q7553A toner: 10 | HP LaserJet M2727NF toner: 10
HP,Q7553X,4,11,10.0,17.0,19.5,HIGH,99.3,0.09,0.28,PONECHAŤ,HP Q7553X: 10 | Q7553X: 10 | Q7553X toner: 10 | HP Q7553X toner: 10 | HP LaserJet M2727NF toner: 10
HP,W1470X,2,19,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP W1470X: 10 | W1470X: 10 | W1470X toner: 10 | HP LaserJet Enterprise M611 toner: 10 | toner HP LaserJet Enterprise M611: 10
HP,W1530X,2,6,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP W1530X: 10 | W1530X: 10 | HP 2604 toner: 10 | HP LaserJet Tank MFP 1604w toner: 10 | toner HP LaserJet Tank MFP 1604w: 10
HP,CF256A,2,3,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP CF256A: 10 | CF256A: 10 | CF256A toner: 10 | HP LaserJet M433A toner: 10 | HP M433A toner: 10
HP,CF256X,2,3,10.0,17.0,19.5,HIGH,,,,PONECHAŤ,HP CF256X: 10 | CF256X: 10 | CF256X toner: 10 | HP LaserJet M433A toner: 10 | HP M433A toner: 10
HP,CE400A,3,11,10.0,17.0,19.5,HIGH,90.5,,,PONECHAŤ,HP CE400A: 10 | CE400A: 10 | CE400A toner: 10 | HP CE400A toner: 10 | HP LaserJet Enterprise 500 Color M551 toner: 10
HP,CF371AM,1,4,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP CF371AM: 10 | CF371AM: 10 | HP Color LaserJet Pro CM1415fn MFP toner: 10 | HP CP1525n toner: 10 | CP1525n toner: 10
HP,W1530A,1,6,10.0,17.0,19.5,HIGH,100.0,,,PONECHAŤ,HP W1530A: 10 | W1530A: 10 | HP 2604 toner: 10 | HP LaserJet Tank MFP 1604w toner: 10 | toner HP LaserJet Tank MFP 1604w: 10
Canon,CRG-069,4,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069H,4,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-708,2,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Canon LBP3300 toner: 10 | Canon LBP3300 toner: 10 | Canon LBP3300 toner: 10 | Canon LBP3360 toner: 10 | LBP3360 toner: 10
Canon,CRG-708H,3,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Canon LBP3300 toner: 10 | Canon LBP3300 toner: 10 | Canon LBP3300 toner: 10 | Canon LBP3360 toner: 10 | LBP3360 toner: 10
Canon,C-EXV18,1,4,0.0,17.0,17.0,MEDIUM,86.0,,,PONECHAŤ,1018 toner: 10 | 1020 toner: 10 | 1022 toner: 10
Canon,CRG-069BK,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069C,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069HC,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069HM,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069HY,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069M,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-069Y,1,3,0.0,17.0,17.0,HIGH,95.2,0.38,3.49,PONECHAŤ,Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | MF752CDW toner: 10 | Canon MF754CDW toner: 10
Canon,CRG-046C,1,4,0.0,17.0,17.0,HIGH,93.0,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10 | MF734CDW toner: 10
Canon,CRG-046M,1,4,0.0,17.0,17.0,HIGH,93.0,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10 | MF734CDW toner: 10
Canon,CRG-046Y,1,4,0.0,17.0,17.0,HIGH,93.0,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10 | MF734CDW toner: 10
Epson,C13T12954010,1,6,0.0,17.0,17.0,HIGH,100.0,,,PONECHAŤ,Epson BX305F toner: 10 | Epson Stylus SX235W toner: 10 | toner Epson Stylus SX235W: 10 | Epson SX235W toner: 10 | SX235W toner: 10
HP,CF294A,1,3,0.0,17.0,17.0,MEDIUM,,,,PONECHAŤ,M118DW toner: 10 | M148DW toner: 10 | HP LaserJet Pro MFP M148FDW toner: 10 | HP M148FDW toner: 10
Konica,TN216C/TN319C,1,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10 | Konica Minolta Bizhub C280 toner: 10 | toner Konica Minolta Bizhub C280: 10
Konica,TN216M/TN319M,1,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10 | Konica Minolta Bizhub C280 toner: 10 | toner Konica Minolta Bizhub C280: 10
Konica,TN216K/TN319K,1,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10 | Konica Minolta Bizhub C280 toner: 10 | toner Konica Minolta Bizhub C280: 10
Konica,TN216Y/TN319Y,1,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10 | Konica Minolta Bizhub C280 toner: 10 | toner Konica Minolta Bizhub C280: 10
Kyocera,TK-5270C,2,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Kyocera M6230CIDN toner: 10 | Kyocera Ecosys M6630CIDN toner: 10 | toner Kyocera Ecosys M6630CIDN: 10 | toner Kyocera Ecosys P6230CDN: 10 | Kyocera P6230CDN toner: 10
Kyocera,TK-5270K,2,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Kyocera M6230CIDN toner: 10 | Kyocera Ecosys M6630CIDN toner: 10 | toner Kyocera Ecosys M6630CIDN: 10 | toner Kyocera Ecosys P6230CDN: 10 | Kyocera P6230CDN toner: 10
Kyocera,TK-5270M,2,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Kyocera M6230CIDN toner: 10 | Kyocera Ecosys M6630CIDN toner: 10 | toner Kyocera Ecosys M6630CIDN: 10 | toner Kyocera Ecosys P6230CDN: 10 | Kyocera P6230CDN toner: 10
Kyocera,TK-5270Y,2,3,0.0,17.0,17.0,HIGH,,,,PONECHAŤ,Kyocera M6230CIDN toner: 10 | Kyocera Ecosys M6630CIDN toner: 10 | toner Kyocera Ecosys M6630CIDN: 10 | toner Kyocera Ecosys P6230CDN: 10 | Kyocera P6230CDN toner: 10
HP,CF289Y,2,7,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF289Y: 10 | CF289Y: 10 | CF289Y toner: 10 | HP LaserJet Enterprise M507DN toner: 10 | HP LaserJet Enterprise M507X toner: 10
HP,CE250X,4,8,10.0,13.5,16.0,HIGH,85.8,,,PONECHAŤ,HP CE250X: 10 | CE250X: 10 | CE250X toner: 10 | HP CE250X toner: 10 | HP Color LaserJet CM3530 toner: 10
HP,CE251A,4,8,10.0,13.5,16.0,HIGH,81.0,,,PONECHAŤ,HP CE251A: 10 | CE251A: 10 | CE251A toner: 10 | HP CE251A toner: 10 | HP Color LaserJet CM3530 toner: 10
HP,CE252A,4,8,10.0,13.5,16.0,HIGH,85.8,,,PONECHAŤ,HP CE252A: 10 | CE252A: 10 | CE252A toner: 10 | HP Color LaserJet CM3530 toner: 10 | HP CM3530 toner: 10
HP,CE253A,4,8,10.0,13.5,16.0,HIGH,81.0,,,PONECHAŤ,HP CE253A: 10 | CE253A: 10 | CE253A toner: 10 | HP CE253A toner: 10 | HP Color LaserJet CM3530 toner: 10
HP,CF289X,4,7,10.0,13.5,16.0,HIGH,100.0,0.4,0.96,PONECHAŤ,HP CF289X: 10 | CF289X: 10 | CF289X toner: 10 | HP CF289X toner: 10 | HP LaserJet Enterprise M507DN toner: 10
HP,CF350A,4,2,10.0,13.5,16.0,HIGH,100.0,1.5,4.91,PONECHAŤ,HP CF350A: 10 | CF350A: 10 | CF350A toner: 10 | HP CF350A toner: 10 | HP Color LaserJet Pro M176N toner: 10
HP,CF351A,4,2,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF351A: 10 | CF351A: 10 | CF351A toner: 10 | HP CF351A toner: 10 | HP Color LaserJet Pro M176N toner: 10
HP,CF352A,4,2,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF352A: 10 | CF352A: 10 | CF352A toner: 10 | HP CF352A toner: 10 | HP Color LaserJet Pro M176N toner: 10
HP,CF353A,4,2,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF353A: 10 | CF353A: 10 | HP Color LaserJet Pro M176N toner: 10 | toner HP Color LaserJet Pro M176N: 10 | HP M176N toner: 10
HP,CF380X,4,3,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF380X: 10 | CF380X: 10 | CF380X toner: 10 | HP CF380X toner: 10 | HP M476dn toner: 10
HP,CF381A,5,3,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF381A: 10 | CF381A: 10 | CF381A toner: 10 | HP CF381A toner: 10 | HP M476dn toner: 10
HP,CF382A,4,3,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,HP CF382A: 10 | CF382A: 10 | CF382A toner: 10 | HP CF382A toner: 10 | HP M476dn toner: 10
HP,CF383A,4,3,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,HP CF383A: 10 | CF383A: 10 | CF383A toner: 10 | HP CF383A toner: 10 | HP M476dn toner: 10
HP,Q2613A,4,4,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP Q2613A: 10 | Q2613A: 10 | Q2613A toner: 10 | HP Q2613A toner: 10 | HP LaserJet 1300 toner: 10
HP,Q2613X,4,4,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP Q2613X: 10 | Q2613X: 10 | Q2613X toner: 10 | HP Q2613X toner: 10 | HP LaserJet 1300 toner: 10
HP,Q5942X,2,10,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,HP Q5942X: 10 | Q5942X: 10 | Q5942X toner: 10 | HP LaserJet 4250 toner: 10 | HP 4250 toner: 10
HP,W1331A,1,4,10.0,13.5,16.0,MEDIUM,95.3,0.21,0.45,PONECHAŤ,W1331A: 10 | HP 1020 toner: 10 | 1020 toner: 10 | HP 1005 toner: 10
HP,W1470A,2,6,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,W1470A: 10 | W1470A toner: 10 | HP W1470A toner: 10 | HP LaserJet Enterprise M611 toner: 10 | toner HP LaserJet Enterprise M611: 10
HP,W1331X,2,4,10.0,13.5,16.0,HIGH,96.5,0.21,0.45,PONECHAŤ,HP W1331X: 10 | W1331X: 10 | W1331X toner: 10 | HP W1331X toner: 10 | HP 1020 toner: 10
HP,CF237Y,3,12,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,HP CF237Y: 10 | CF237Y: 10 | HP LaserJet Enterprise M607N toner: 10 | HP M608DN toner: 10 | M608DN toner: 10
HP,CE250A,3,8,10.0,13.5,16.0,HIGH,85.8,,,PONECHAŤ,HP CE250A: 10 | CE250A: 10 | CE250A toner: 10 | HP CE250A toner: 10 | HP Color LaserJet CM3530 toner: 10
HP,CF280XD,1,2,10.0,13.5,16.0,HIGH,93.0,,,PONECHAŤ,CF280XD: 10 | CF280XD toner: 10 | HP CF280XD toner: 10 | HP M425 toner: 10 | HP LaserJet Pro 400 M401 toner: 10
HP,CF289A,2,7,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF289A: 10 | CF289A: 10 | CF289A toner: 10 | HP LaserJet Enterprise M507DN toner: 10 | HP LaserJet Enterprise M507X toner: 10
HP,CF380A,3,3,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP CF380A: 10 | CF380A: 10 | CF380A toner: 10 | HP CF380A toner: 10 | HP M476dn toner: 10
HP,CF440AM,1,3,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,HP CF440AM: 10 | CF440AM: 10 | HP M476dn toner: 10 | M476dn toner: 10 | HP M476dw toner: 10
HP,Q5942A,2,9,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,HP Q5942A: 10 | Q5942A: 10 | Q5942A toner: 10 | HP Q5942A toner: 10 | HP LaserJet 4250 toner: 10
HP,Q7551A,3,9,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP Q7551A: 10 | Q7551A: 10 | Q7551A toner: 10 | HP LaserJet P3005 toner: 10 | HP P3005 toner: 10
HP,W1470Y,2,9,10.0,13.5,16.0,HIGH,100.0,,,PONECHAŤ,HP W1470Y: 10 | W1470Y: 10 | HP LaserJet Enterprise M611 toner: 10 | toner HP LaserJet Enterprise M611: 10 | HP M611 toner: 10
Konica,TN216C,1,2,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,TN216C: 10 | Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10 | Konica Minolta Bizhub C280 toner: 10
Konica,TN216K,1,2,10.0,13.5,16.0,HIGH,100.0,1.3,2.47,PONECHAŤ,TN216K: 10 | TN216K toner: 10 | Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10
Konica,TN216M,1,2,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,TN216M: 10 | Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10 | Konica Minolta Bizhub C280 toner: 10
Konica,TN216Y,1,2,10.0,13.5,16.0,HIGH,,,,PONECHAŤ,TN216Y: 10 | TN216Y toner: 10 | Konica Minolta Bizhub C220 toner: 10 | Konica C220 toner: 10 | C220 toner: 10
Canon,CLI-581XXL,1,15,0.0,13.5,13.5,MEDIUM,,,,PONECHAŤ,Canon PIXMA TS8250 toner: 10 | Canon PIXMA TS9550 toner: 10
Canon,CRG-039H,2,4,0.0,13.5,13.5,HIGH,,,,PONECHAŤ,Canon LBP351X toner: 10 | Canon LBP351X toner: 10 | LBP351X toner: 10 | Canon LBP351X toner: 10 | LBP351X toner: 10
Canon,CRG-040H,8,2,0.0,13.5,13.5,MEDIUM,100.0,,,PONECHAŤ,Canon LBP710CX toner: 10 | LBP710CX toner: 10 | LBP712CX toner: 10
Canon,CRG-064H,8,4,0.0,13.5,13.5,MEDIUM,,,,PONECHAŤ,LBP722CDW toner: 10 | Canon MF832CDW toner: 10 | MF832CDW toner: 10
Canon,CRG-713,3,2,0.0,13.5,13.5,MEDIUM,,,,PONECHAŤ,Canon LBP3250 toner: 10 | Canon LBP3250 toner: 10 | Canon LBP3250 toner: 10
Canon,CRG-718,5,19,0.0,13.5,13.5,MEDIUM,,,,PONECHAŤ,Canon LBP7660 toner: 10 | Canon MF8330 toner: 10 | MF8330 toner: 10
Canon,CRG-720,2,2,0.0,13.5,13.5,MEDIUM,,,,PONECHAŤ,MF6680DN toner: 10 | MF6680DN toner: 10
Canon,CRG-726,3,4,0.0,13.5,13.5,HIGH,,,,PONECHAŤ,Canon LBP6200D toner: 10 | Canon LBP6200D toner: 10 | LBP6200D toner: 10 | Canon LBP6200D toner: 10 | LBP6200D toner: 10
Canon,CRG-729,4,2,0.0,13.5,13.5,MEDIUM,100.0,,,PONECHAŤ,Canon LBP7010C toner: 10 | LBP7010C toner: 10 | Canon LBP7018C toner: 10 | LBP7018C toner: 10
Canon,PGI-2500XLBK,1,6,0.0,13.5,13.5,MEDIUM,100.0,0.64,1.24,PONECHAŤ,Canon MAXIFY MB5150 toner: 10 | toner Canon MAXIFY MB5150: 10 | Canon MAXIFY MB5450 toner: 10
Canon,PGI-2500XLC,1,6,0.0,13.5,13.5,MEDIUM,100.0,0.64,1.24,PONECHAŤ,Canon MAXIFY MB5150 toner: 10 | toner Canon MAXIFY MB5150: 10 | Canon MAXIFY MB5450 toner: 10
